,Nome Unidade Orçamentária,Valor Empenhado (R$),Valor Liquidado (R$),Valor Pago (R$)
74250,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,"7560,3000","120451,4000","199351,2800"
74251,FUNDACAO NACIONAL DO INDIO,"0,0000","174,0300","174,0300"
74257,AGENCIA ESPACIAL BRASILEIRA - AEB,"-28274,3800","2077,3000","2077,3000"
74258,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","1729,5900","41104,8900","35490,0900"
74260,COMANDO DO EXERCITO,"-13,5800","1680,0000","4588,0000"
74261,FUNDO AERONAUTICO,"0,0000","1020585,0000","1013273,4000"
74262,COMANDO DO EXERCITO,"-298,8500","-35046,3500","-35046,3500"
74263,COMANDO DA AERONAUTICA,"960,0000","960,0000","960,0000"
74264,"INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS","289401,4600","85522,0000","116666,3700"
74265,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES","13701,4900","13701,4900","13701,4900"
74266,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"24832,2200","7132,9200","5131,3900"
74267,COMANDO DO EXERCITO,"1603,9900","1603,9900","1603,9900"
74268,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"0,0000","273,8900","273,8900"
74270,CONTROLADORIA GERAL DA UNIÃO,"-47451,7300","184200,8300","95115,9500"
74272,MINISTÉRIO DA EDUCAÇÃO,"32430,2900","4901,6300","4901,6300"
74273,COMANDO DO EXERCITO,"650,0000","2626,5800","1976,5800"
74274,MINISTERIO DA DEFESA,"-12481,8000","32629,0000","32629,0000"
74277,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,"487280,3100","88836,8900","152185,3800"
74279,FUNDO DO EXERCITO,"0,0000","10000,0000","10000,0000"
74280,"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO","3320,2400","66620,2400","35120,2400"
74283,COMANDO DO EXERCITO,"0,0000","122,8100","122,8100"
74286,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPA","77798,6300","1699,0600","4715,3200"
74287,AGENCIA NACIONAL DE TELECOMUNICACOES - ANATEL,"-16113,3200","1232,2800","1232,2800"
74289,"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO","141190,8000","84710,8000","9720,0000"
74291,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,"57926,8400","56493,3000","139189,9900"
74292,MINISTERIO DA DEFESA,"49500,0000","18250,0000","18250,0000"
74296,FUNDO DO EXERCITO,"689,5500","1345,2500","1242,2900"
74299,MINISTÉRIO DA EDUCAÇÃO,"41268,2100","51788,7900","66775,9300"
74300,COMANDO DO EXERCITO,"28676,0000","28676,0000","16338,0000"
74301,"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG","-191284,8400","33782,9000","104391,1300"
74305,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"0,0000","7453,8400","7453,8400"
74306,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-27701,7000","16056,1200","16056,1200"
74307,"INST.FED.DE EDUC.,CIENC.E TEC.DO RS","55620,6100","109410,9300","109410,9300"
74308,COMANDO DA MARINHA,"0,0000","1304,2000","1304,2000"
74311,"INST.FED.DE EDUC.,CIENC.E TEC.DA PARAIBA","20989,5000","20989,5000","2318,0000"
74312,FUNDACAO NACIONAL DO INDIO,"0,0000","3952,9600","3952,9600"
74315,FUNDO DO EXERCITO,"0,0000","1500,0000","4088,7800"
74316,CENTRO FED.DE EDUC.TECNOL.CELSO S.DA FONSECA,"936413,6800","957257,4900","6079156,1900"
74317,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"1485,6000","2846,7500","2846,7500"
74318,INEP-INST.NAC.DE ESTUDOS E PESQ.EDUCACIONAIS,"-0,0200","46128,5400","16441,2400"
74319,FUNDO DO EXERCITO,"133547,8800","87358,0500","295812,9700"
74320,UNIVERSIDADE FEDERAL DA PARAIBA,"0,0000","1560,2200","1560,2200"
74321,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-5,7400","186,8700","186,8700"
74323,FUNDO DO EXERCITO,"80784,9100","279239,1700","347017,1500"
74324,MINISTERIO DO TURISMO,"920900,4900","3326355,0100","3311177,1700"
74325,COMPANHIA NACIONAL DE ABASTECIMENTO,"-1435,6000","-542,8000","-542,8000"
74327,FUNDO DO EXERCITO,"70019,7000","17408,0800","17670,3400"
74328,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"96900,9400","43580,1900","43580,1900"
74329,FUNDACAO NACIONAL DO INDIO,"0,0000","5902,2300","5902,2300"
74333,HOSPITAL UNIVERSITARIO DA FUMA,"1158421,1900","5085184,3500","4722675,5600"
74334,FUNDO DO EXERCITO,"17557,6900","40789,9800","44271,7600"
74335,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"418,8900","336,4900","336,4900"
74336,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,"1762881,1500","576823,6300","515318,1700"
74338,AGENCIA NACIONAL DE TELECOMUNICACOES - ANATEL,"2230,0000","6978,9300","6978,9300"
74339,MINISTERIO DAS RELACOES EXTERIORES,"-3353,2100","-995,0100","-995,0100"
74340,COMISSAO NACIONAL DE ENERGIA NUCLEAR - CNEN,"0,0000","19249,3400","19249,3400"
74344,COMPANHIA NACIONAL DE ABASTECIMENTO,"-1649504,3000","95992,6200","131254,4900"
74345,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-108747,2400","-108747,2400","-108747,2400"
74348,FUNDO NAVAL,"0,0000","8554,4500","8554,4500"
74349,COMANDO DO EXERCITO,"0,0000","7946,1600","7946,1600"
74350,COMANDO DA AERONAUTICA,"1,4700","371730,2200","220638,8300"
74351,"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG","-4148,0600","14103,5900","14103,5900"
74352,"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI","0,0000","18723,8400","18723,8400"
74353,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO,"257651,8900","153143,9000","100621,6400"
74354,INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE,"148716,0500","97337,5200","97337,5200"
74358,FUNDACAO OSWALDO CRUZ,"-12,2600","0,0000","73500,0000"
74360,FUNDO DO EXERCITO,"0,0000","11792,8700","11792,8700"
74362,UNIVERSIDADE FEDERAL DE LAVRAS,"2500,0000","2500,0000","2500,0000"
74363,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","7857,0000","7857,0000","7857,0000"
74364,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"-400,0000","-400,0000","-400,0000"
74366,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"0,0000","229965,6900","229965,6900"
74367,"INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE","132685,0600","8327,9600","8623,5600"
74369,COMANDO DO EXERCITO,"0,0000","28000,0000","28000,0000"
74370,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-819,5000","112,5000","112,5000"
74371,"INST.FED.DE EDUC.,CIENC.E TEC.DO RS","28146,9500","11202,3000","33321,0100"
74373,FUNDO NACIONAL DE SAUDE,"140179,7500","7303,4600","7303,4600"
74375,COMANDO DO EXERCITO,"15144,7500","15144,7500","15875,7500"
74380,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","0,0000","1600,0000","1600,0000"
74382,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"395,4800","295,4800","295,4800"
74383,INDUSTRIA DE MATERIAL BELICO DO BRASIL-IMBEL,"0,0000","31095,0000","31095,0000"
74384,FUNDO DO EXERCITO,"6652,9100","42167,3200","55553,1300"
74386,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-20947,0000","507058,9900","507414,4300"
74387,COMANDO DO EXERCITO,"-350,0000","86718,8800","26499,9500"
74388,DEPARTAMENTO DE POLICIA FEDERAL,"-1430,0000","-1430,0000","-1430,0000"
74390,COMANDO DO EXERCITO,"0,0000","23920,0000","23920,0000"
74392,FUNDO DE AMPARO AO TRABALHADOR,"35,0000","35,0000","35,0000"
74394,MINISTERIO DA DEFESA,"-206012,8000","8323,6000","8323,6000"
74396,MINISTERIO DA DEFESA,"0,0000","30455,5200","55990,1300"
74397,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"0,0000","104557,6800","104557,6800"
74399,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"20705,3600","10,0000","10,0000"
74400,AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC,"559,9800","1119,9600","1908,1500"
74402,COMANDO DA MARINHA,"24,0000","0,0000","23541,0000"
74403,FUNDACAO UNIVERSIDADE FEDERAL DO ACRE,"104086,9600","190424,2400","108,1200"
74405,FUN.UNIV.FED.DE CIENCIAS DA SAUDE DE P.ALEGRE,"-4387,2400","3479,0200","6359,1900"
74406,FUNDACAO NACIONAL DO INDIO,"-39222,7900","7154,0300","6763,4300"
74407,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"0,0000","0,0000","99853,9800"
74411,AGENCIA NACIONAL DE AGUAS ± ANA,"-54966,3800","299602,7000","351027,1600"
74414,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS,"47090,1700","559873,7700","85692,9700"
74415,MINISTERIO DA DEFESA,"10774,6000","7655,0000","8426,8000"
74416,UNIVERSIDADE FEDERAL DE GOIAS,"1500,0000","1500,0000","1500,0000"
74418,FUNDO DE DESENV.DO ENS.PROFISSIONAL MARITIMO,"0,0000","100,0000","100,0000"
74419,FUNDO NACIONAL DE ASSISTENCIA SOCIAL,"210162,4300","528414,4000","553489,0500"
74420,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES","20000,0000","20000,0000","20000,0000"
74421,COMANDO DO EXERCITO,"-2618,0000","11874,5000","11874,5000"
74422,COMANDO DO EXERCITO,"0,0000","43087,7900","37246,2300"
74423,MINISTERIO DA DEFESA,"0,0000","512,0000","512,0000"
74427,"INST.FED.DE EDUC.,CIENC.E TEC.DE BRASILIA","-202,2400","162371,4100","162571,4100"
74428,COMPANHIA NACIONAL DE ABASTECIMENTO,"1141,5900","1500,0000","1500,0000"
74429,COMANDO DO EXERCITO,"55480,9500","124038,9500","152550,4300"
74430,AGENCIA NACIONAL DE AGUAS ± ANA,"950,2600","50133,8100","20139,8700"
74432,FUNDO DO REGIME GERAL DE PREVIDENCIA SOCIAL,"51365,9800","51679,4800","48813,5200"
74434,UNIVERSIDADE FEDERAL DO CEARA,"269545,9700","245646,8100","790484,3000"
74436,MINISTERIO DO DESENVOLVIMENTO REGIONAL,"-7404,7400","42615,2700","54453,1600"
74440,UNIVERSIDADE FEDERAL DO PARA,"112522,1800","25806,7800","14250,8900"
74442,DEPARTAMENTO DE POLICIA FEDERAL,"-28620,9400","-27050,9400","-27050,9400"
74443,AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS-ANTAQ,"-70067,6700","107386,6600","135783,8600"
74445,INDUSTRIA DE MATERIAL BELICO DO BRASIL-IMBEL,"9065,0000","1400,0000","1400,0000"
74446,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-17476,6200","15091,0800","15091,0800"
74447,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,"0,0000","0,0000","74671,5600"
74448,INSTITUTO NACIONAL DO SEGURO SOCIAL,"-3084,8200","-3084,8200","-3084,8200"
74449,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"0,0000","31669,8200","31669,8200"
74451,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"98694,1100","41350,4500","42190,0700"
74453,MINISTERIO DAS RELACOES EXTERIORES,"0,0000","0,0000","10739,5400"
74455,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-1300,0000","-1300,0000","-1300,0000"
74457,DEPARTAMENTO DE POLICIA FEDERAL,"100,8900","100,8900","100,8900"
74458,"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CATARINA","-439,2000","8748,0200","7873,3500"
74459,COLEGIO PEDRO II,"26832,2700","59456,6500","85924,4300"
74461,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO","3737,0100","3737,0100","4602,8500"
74463,FUNDO NACIONAL DE SAUDE,"-17,0000","1419,4000","1419,4000"
74464,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,"28023,0000","15996,0000","15996,0000"
74465,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"9690,0000","20632,5800","20395,2900"
74467,COMANDO DO EXERCITO,"-84,2100","23679,6900","23679,6900"
74469,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"2759951,5900","747962,2500","747962,2500"
74473,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,"0,0000","9658,4000","9339,8000"
74474,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"0,0000","0,0000","2544,4100"
74476,COMPANHIA NACIONAL DE ABASTECIMENTO,"11455,4700","12448,9400","13625,3600"
74479,MINISTÉRIO DA EDUCAÇÃO,"0,0000","504900,0000","504900,0000"
74480,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"0,0000","42990,8200","42971,5400"
74482,COMANDO DO EXERCITO,"0,0000","2324,0000","4648,0000"
74483,COMANDO DO EXERCITO,"-1150,5000","-710,5000","-710,5000"
74484,FUNDO DO REGIME GERAL DE PREVIDENCIA SOCIAL,"-1855,0400","203,8800","203,8800"
74485,COMANDO DO EXERCITO,"-5382,6300","6354,6500","5768,3900"
74487,MINISTERIO DA DEFESA,"447004,6800","0,0000","420,0000"
74489,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"1195,5000","1195,5000","1195,5000"
74490,FUNDO NAVAL,"0,0000","0,0000","1260,0000"
74491,FUNDACAO OSWALDO CRUZ,"112,6500","0,0000","3750,0000"
74494,INST. DO PATRIM. HIST. E ARTÍSTICO NACIONAL,"0,0000","804,2100","1608,4200"
74495,ARQUIVO NACIONAL,"0,0000","183463,7200","183200,0000"
74497,DEPARTAMENTO DE POLICIA FEDERAL,"-6251,6900","3437,2400","5159,8800"
74499,COMANDO DO EXERCITO,"0,0000","9074,0000","9074,0000"
74500,COMPANHIA NACIONAL DE ABASTECIMENTO,"11111,5100","12424,9500","12424,9500"
74501,MINISTERIO DA CIDADANIA,"0,0000","6200,0000","12400,0000"
74502,COMANDO DO EXERCITO,"0,0000","1014,0000","3195,5500"
74503,COMANDO DO EXERCITO,"2000,0000","200,0000","200,0000"
74504,COMANDO DO EXERCITO,"-186,6700","2072,2500","2275,2500"
74505,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES","0,0000","1543,5000","3087,0000"
74506,COMANDO DO EXERCITO,"77388,3200","154776,6400","478443,7200"
74507,MINISTERIO DA DEFESA,"0,0000","0,0000","318790,0000"
74508,MINISTERIO DO TURISMO,"0,0000","12269,9600","12269,9600"
74509,MINISTERIO DAS RELACOES EXTERIORES,"43578,6400","25691,1300","25691,1300"
74511,"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA","0,0000","0,0000","39096,0000"
74512,MINISTERIO DA ECONOMIA,"3992,0000","97351,0000","97351,0000"
74513,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"0,0000","4497,9300","4497,9300"
74514,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","0,0000","840,0000","840,0000"
74515,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG","-7600,0000","7000,0000","7000,0000"
74517,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"8370,7400","39831,1200","39831,1200"
74518,UNIVERSIDADE FEDERAL DE CATALAO,"259085,1200","130390,6200","166227,2800"
74519,HOSPITAL UNIVERSITARIO DA UFTM,"0,0000","0,0000","0,6000"
74520,COMISSAO NACIONAL DE ENERGIA NUCLEAR - CNEN,"32445,3600","48893,4000","97786,8000"
74521,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"347836,3800","317439,6200","234156,2400"
74523,MINISTERIO DO DESENVOLVIMENTO REGIONAL,"0,0000","9672,0000","4836,0000"
74525,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"0,0000","2171,4400","5277,4200"
74529,MINISTERIO DA CIDADANIA,"-2195523,3600","433957,3000","651434,8600"
74531,SUPERINT. ZONA FRANCA DE MANAUS - SUFRAMA,"885331,8500","3361270,0600","730266,9700"
74532,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"20862,4000","20862,4000","10431,2000"
74533,FUNDACAO NACIONAL DO INDIO,"-7578,2000","0,0000","8484,3600"
74534,COMANDO DO EXERCITO,"-1549,9400","-1549,9400","-1549,9400"
74536,MINISTERIO DAS RELACOES EXTERIORES,"5355,2400","2387,9100","2390,2800"
74538,COMANDO DO EXERCITO,"1519,1900","1519,1900","1519,1900"
74544,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"36464,2700","81584,8400","43315,2000"
74545,FUNDO DO EXERCITO,"0,0000","0,0000","6313,0000"
74547,FUNDO DO SERVICO MILITAR,"41782,9400","64494,9200","8223,3700"
74549,COMANDO DO EXERCITO,"0,0000","36539,2400","47092,3500"
74551,FUNDACAO NACIONAL DO INDIO,"93973,5000","138318,8900","92931,4400"
74553,COMANDO DO EXERCITO,"139924,7900","0,0000","165,6800"
74555,FUNDAÇÃO BIBLIOTECA NACIONAL,"0,0000","173027,2200","1511569,3800"
74556,"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA","17576,4500","17576,4500","3237,5000"
74558,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG","1107961,4400","2257276,0300","178621,3400"
74559,FUNDO NACIONAL DE SAUDE,"60592,6000","1361044,9900","1630370,1300"
74560,COMANDO DA MARINHA,"13020,8000","6510,4000","6510,4000"
74562,MINISTERIO DAS RELACOES EXTERIORES,"41344,9800","20288,3100","20288,3100"
74563,HOSPITAL UNIVERSITARIO DA UNIFESP,"19421,3700","37073,7400","35111,9300"
74564,COMANDO DA MARINHA,"0,0000","0,0000","29881,5400"
74566,HOSPITAL UNIVERSITARIO DA UFMG,"-1237,6000","36546,4300","36172,3400"
74567,MINISTERIO DAS RELACOES EXTERIORES,"5153,0900","5202,9800","5202,9800"
74568,FUNDO AERONAUTICO,"597689,0900","198944,5900","195429,7900"
74569,AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC,"-648615,9100","30777,6600","27129,9500"
74570,TRIBUNAL SUPERIOR ELEITORAL,"0,0000","17500,0000","17500,0000"
74571,FUNDACAO NACIONAL DE SAUDE,"0,0000","53,9700","107,9400"
74573,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG","-1871,8800","27231,3200","43222,7300"
74574,FUNDO DO EXERCITO,"190123,2700","52393,6600","135691,6200"
74576,MINISTERIO DA DEFESA,"0,0000","19999,9500","19999,9500"
74577,FUNDO NAVAL,"81107,1000","66967,0200","66967,0200"
74582,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","1850,0000","1850,0000","174,8300"
74584,INSTITUTO BRASILEIRO DE MUSEUS,"0,0000","80126,3700","80126,3700"
74585,COMANDO DO EXERCITO,"0,0000","500,0000","500,0000"
74586,"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO","69952,9100","8162,2000","80913,4400"
74587,MINISTERIO DA DEFESA,"-424,8500","6269,7000","6269,7000"
74588,COMANDO DO EXERCITO,"0,0000","1300,0000","1300,0000"
74589,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"-443,6000","178,1000","178,1000"
74590,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,"928213,7900","928213,7900","229110,2000"
74591,COMANDO DO EXERCITO,"278373,4300","429551,8000","425320,4800"
74593,"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS","-867,5600","132,4400","132,4400"
74594,COMANDO DO EXERCITO,"25772,8000","28636,4000","28636,4000"
74595,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"50879,9400","39283,0900","34127,5000"
74597,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"42218,5700","42218,5700","42218,5700"
74598,FUNDO DO EXERCITO,"83094,5600","26607,0000","26607,0000"
74602,COMPANHIA NACIONAL DE ABASTECIMENTO,"1348,3300","1348,3300","1348,3300"
74603,AGENCIA NACIONAL DO PETROLEO - ANP,"0,0000","577,9600","577,9600"
74604,INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE,"-150949,8000","44838,8600","66880,3000"
74605,FUNDO NACIONAL DE SAUDE,"-28000,0000","9132,7200","9132,7200"
74607,MINISTERIO DA DEFESA,"0,0000","0,0000","19055,7500"
74608,"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA","44818,6500","52090,4200","30101,0300"
74610,FUNDO DO REGIME GERAL DE PREVIDENCIA SOCIAL,"26672,7700","44854,2500","45647,5200"
74611,"INST.FED.DE EDUC.,CIENC.E TEC.DO RN","3998,0000","3240,0000","1854,0900"
74613,FUNDO NACIONAL DE SAUDE,"-4562,4100","262,5000","262,5000"
74615,COMANDO DO EXERCITO,"0,0000","10525,4900","10525,4900"
74616,COMANDO DO EXERCITO,"0,0000","1901,1400","1901,1400"
74617,FUNDO DO SERVICO MILITAR,"0,0000","320,3100","320,3100"
74618,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"220811,1800","15290,1400","24802,8800"
74620,COMANDO DO EXERCITO,"-3706,5000","9037,5000","9037,5000"
74621,FUNDO NAVAL,"14212,4500","14212,4500","14212,4500"
74623,FUNDO DE DESENV.DO ENS.PROFISSIONAL MARITIMO,"6803,5000","2288,7800","2288,7800"
74624,"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO","-810,0000","0,0000","539,4500"
74625,FUNDO DO EXERCITO,"2575,1800","21025,5700","21135,8700"
74629,FUNDO NACIONAL DE ASSISTENCIA SOCIAL,"43273775,0000","9033707,0000","8400957,0000"
74632,INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE,"-6573,8600","615,2500","615,2500"
74635,MINISTERIO DA DEFESA,"-5451,5800","1800,0000","1800,0000"
74636,FUNDO DO EXERCITO,"36,0000","36,0000","36,0000"
74639,EMPRESA DE PLANEJAMENTO E LOGISTICA S.A-EPL,"51600,0000","51600,0000","51600,0000"
74640,FUNDO NAVAL,"0,0000","57987,4500","57987,4500"
74641,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"4532842,6100","540735,5400","9122842,6100"
74642,FUNDO NACIONAL DE SAUDE,"1356140,1700","1407996,1800","1357713,6000"
74644,FUNDO NACIONAL DE SAUDE,"33986,9200","870,0000","38589,0400"
74645,FUNDACAO OSWALDO CRUZ,"0,0000","97636,7600","97636,7600"
74647,UNIVERSIDADE FEDERAL DE PERNAMBUCO,"-21,8300","16392,9800","17527,0300"
74649,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"7724,0000","0,0000","85,4300"
74650,INSTITUTO NACIONAL DE EDUCACAO DE SURDOS,"0,0000","-693866,0700","556133,9300"
74651,COMANDO DO EXERCITO,"-470,4000","9041,1800","9041,1800"
74652,FUNDO NAVAL,"3818,0000","3818,0000","3818,0000"
74653,AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS-ANTAQ,"0,0000","1084031,0600","8379,6800"
74656,COMANDO DO EXERCITO,"-1032,0000","35518,6200","49395,4000"
74658,"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS","0,0000","1110,6900","697,0600"
74659,"INST.FED.DE EDUC.,CIENC.E TEC.DO RS","-10240,0000","18660,0000","20360,0000"
74660,COMANDO DO EXERCITO,"0,0000","306,0000","1306,0000"
74662,DEPARTAMENTO DE POLICIA FEDERAL,"0,0000","2294,9600","2294,9600"
74663,FUNDO DO EXERCITO,"0,0000","2624,1400","9562,4300"
74665,FUNDO DO EXERCITO,"3916,7000","6873,0000","6873,0000"
74667,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG","0,0000","852,0000","852,0000"
74669,UNIVERSIDADE FEDERAL DA BAHIA,"0,0000","-916,0000","-916,0000"
74672,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS","3705,3100","2600,0000","1200,0000"
74674,DEPARTAMENTO DE POLICIA FEDERAL,"375,0000","375,0000","375,0000"
74675,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"21224,1100","21223,2200","21223,2200"
74676,FUNDO DO EXERCITO,"-990,0000","3999,9200","3999,9200"
74677,COMPANHIA NACIONAL DE ABASTECIMENTO,"-59021,6600","31095,3800","17172,2900"
74678,FUNDO DO EXERCITO,"1927,8000","1927,8000","1927,8000"
74679,SECRET.DA COMISSAO INTERMIN.P/OS REC.DO MAR,"-0,9000","34999,1000","34999,1000"
74680,COMANDO DO EXERCITO,"-140,9000","517,4400","357,4400"
74681,FUNDO DO EXERCITO,"0,0000","829,7000","829,7000"
74683,FUNDO DO EXERCITO,"0,0000","1298,0000","1298,0000"
74684,FUNDAÇÃO NACIONAL DE ARTES,"-816812,0900","310862,5600","310862,5600"
74689,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,"0,0000","19257,6400","23867,0600"
74691,FUNDO NACIONAL DE SAUDE,"227981,0300","25756,3500","31338,5100"
74692,PRESIDENCIA DA REPUBLICA,"0,0000","56685,5800","13802,0000"
74693,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,"0,0000","1458,0000","1458,0000"
74694,HOSPITAL DAS CLINICAS DA FUFPEL,"0,0000","0,0000","29,7200"
74698,MINISTERIO DA DEFESA,"0,0000","16537,0000","31926,2900"
74700,FUNDACAO OSWALDO CRUZ,"170227,0000","211389,7100","87768,8500"
74701,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"71710,7000","2460,5200","2460,5200"
74702,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA","22134,2100","2920,1200","4570,1200"
74703,AGENCIA NAC. DE TRANSPORTES TERRESTRES ± ANTT,"-94826,4300","1260444,8000","1242373,4200"
74705,DEPARTAMENTO DE POLICIA FEDERAL,"18651,7900","18651,7900","18651,7900"
74706,FUNDACAO UNIVERSIDADE FEDERAL DE VICOSA,"1724016,5500","155412,0800","221426,9600"
74707,COMANDO DO EXERCITO,"2209,9900","49879,4200","49879,4200"
74710,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"18029,1400","18029,1400","18029,1400"
74711,FUNDACAO UNIVERSIDADE FEDERAL DE VICOSA,"551,2200","551,2200","551,2200"
74712,MINISTERIO DAS RELACOES EXTERIORES,"5228,7100","7324,8700","7324,8700"
74714,COMANDO DO EXERCITO,"0,0000","2532,3000","2162,3000"
74715,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"-165810,0000","57610,9100","57610,9100"
74716,MINISTERIO DA ECONOMIA,"-391233,4000","54666,5000","55746,6900"
74717,COMANDO DO EXERCITO,"0,0000","742,9000","1485,8000"
74718,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS","0,0000","36622,1000","36622,1000"
74720,COMANDO DO EXERCITO,"58329,1900","37720,0000","37720,0000"
74723,"INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE","-22874,0000","43996,0000","6720,0000"
